2	9
2	35
3	22
3	31
3	58
4	12
4	42
4	54
4	57
5	17
5	20
5	25
5	33
5	42
5	53
6	8
6	12
6	15
6	43
6	46
6	47
6	58
8	6
8	15
8	46
8	58
9	2
9	35
11	12
11	23
11	58
11	61
12	4
12	6
12	11
12	26
12	30
12	42
12	49
12	57
12	58
15	6
15	8
15	52
15	58
17	5
19	48
20	5
20	33
20	36
20	48
21	22
21	24
21	25
21	28
21	53
22	3
22	21
22	28
22	53
22	58
23	11
23	44
23	54
23	61
24	21
24	28
24	53
25	5
25	21
25	28
25	29
25	53
26	12
27	36
28	21
28	22
28	24
28	25
28	53
29	25
30	12
30	31
31	3
31	30
33	5
33	20
34	42
34	57
35	2
35	9
36	20
36	27
36	39
36	55
37	54
39	36
40	47
41	58
42	4
42	5
42	12
42	34
42	54
42	55
42	57
42	58
43	6
43	46
43	52
43	58
44	23
44	54
46	6
46	8
46	43
46	52
46	55
46	58
47	6
47	40
48	19
48	20
49	12
49	58
50	57
52	15
52	43
52	46
52	58
53	5
53	21
53	22
53	24
53	25
53	28
53	55
54	4
54	23
54	37
54	42
54	44
54	55
54	57
55	36
55	42
55	46
55	53
55	54
55	57
55	61
57	4
57	12
57	34
57	42
57	50
57	54
57	55
57	58
58	3
58	6
58	8
58	11
58	12
58	15
58	22
58	41
58	42
58	43
58	46
58	49
58	52
58	57
61	11
61	23
61	55
