2	9
2	10
2	29
2	35
3	16
3	22
3	30
3	31
3	51
3	56
4	13
4	42
4	44
5	13
5	16
5	21
5	24
5	25
5	28
5	53
6	8
6	10
6	12
6	15
6	29
6	31
6	32
6	41
6	43
6	47
6	51
6	52
6	55
6	58
7	40
7	48
8	6
8	15
8	47
8	58
9	2
9	10
9	29
9	32
9	35
9	47
9	51
9	57
9	60
10	2
10	6
10	9
10	11
10	13
10	16
10	20
10	22
10	23
10	27
10	29
10	32
10	34
10	36
10	37
10	39
10	40
10	42
10	44
10	45
10	47
10	51
10	54
10	55
10	57
10	60
10	61
11	10
11	13
11	25
11	40
12	6
12	47
12	49
13	4
13	5
13	10
13	11
13	14
13	23
13	25
13	29
13	31
13	37
13	40
13	42
13	44
13	54
13	55
13	61
14	13
14	40
14	61
15	6
15	8
15	47
15	58
16	3
16	5
16	10
16	21
16	24
16	25
16	29
16	30
16	47
16	51
16	60
17	38
17	40
17	42
17	59
18	29
18	51
19	40
19	48
20	10
20	40
20	48
21	5
21	16
21	22
21	24
21	25
21	28
21	31
21	51
21	53
22	3
22	10
22	21
22	28
22	30
22	31
22	53
23	10
23	13
23	44
24	5
24	16
24	21
24	25
24	28
24	42
24	51
24	53
25	5
25	11
25	13
25	16
25	21
25	24
25	28
25	29
25	31
25	51
25	53
25	55
26	32
26	47
27	10
27	29
27	35
27	36
27	39
28	5
28	21
28	22
28	24
28	25
28	53
29	2
29	6
29	9
29	10
29	13
29	16
29	18
29	25
29	27
29	31
29	32
29	36
29	39
29	51
29	55
29	60
30	3
30	16
30	22
30	31
31	3
31	6
31	13
31	21
31	22
31	25
31	29
31	30
31	53
31	56
31	60
32	6
32	9
32	10
32	26
32	29
32	40
32	45
32	47
32	51
33	47
34	10
34	57
35	2
35	9
35	27
36	10
36	27
36	29
36	55
37	10
37	13
37	44
37	61
38	17
38	40
38	49
39	10
39	27
39	29
40	7
40	10
40	11
40	13
40	14
40	17
40	19
40	20
40	32
40	38
40	42
40	45
40	47
40	48
40	51
40	54
40	55
40	57
40	59
40	60
40	61
41	6
41	58
42	4
42	10
42	13
42	17
42	24
42	40
42	55
42	57
43	6
43	47
43	58
44	4
44	10
44	13
44	23
44	37
44	54
45	10
45	32
45	40
45	47
45	51
46	47
46	52
46	58
47	6
47	8
47	9
47	10
47	12
47	15
47	16
47	26
47	32
47	33
47	40
47	43
47	45
47	46
47	49
47	50
47	51
47	52
47	58
47	60
48	7
48	19
48	20
48	40
49	12
49	38
49	47
50	47
50	51
51	3
51	6
51	9
51	10
51	16
51	18
51	21
51	24
51	25
51	29
51	32
51	40
51	45
51	47
51	50
51	60
52	6
52	46
52	47
52	58
53	5
53	21
53	22
53	24
53	25
53	28
53	31
54	10
54	13
54	40
54	44
55	6
55	10
55	13
55	25
55	29
55	36
55	40
55	42
55	61
56	3
56	31
57	9
57	10
57	34
57	40
57	42
58	6
58	8
58	15
58	41
58	43
58	46
58	47
58	52
59	17
59	40
60	9
60	10
60	16
60	29
60	31
60	40
60	47
60	51
61	10
61	13
61	14
61	37
61	40
61	55
