1	16
1	32
2	9
2	27
2	29
2	35
2	36
2	39
2	60
3	22
3	30
3	31
4	11
4	12
4	14
4	23
4	34
4	37
4	42
4	44
4	54
4	55
4	57
4	61
5	21
5	24
5	25
6	8
6	12
6	13
6	41
6	43
6	52
6	58
7	38
7	40
7	48
8	6
8	12
8	15
8	47
8	52
9	2
9	27
9	29
9	35
9	36
9	39
10	32
10	40
10	45
10	47
10	51
10	55
11	4
11	12
11	37
11	61
12	4
12	6
12	8
12	11
12	15
12	26
12	33
12	42
12	43
12	49
12	50
12	52
12	57
12	58
12	60
13	6
13	14
13	31
13	40
13	55
13	56
14	4
14	13
14	17
14	38
14	40
14	42
14	44
14	54
14	55
14	57
14	59
14	61
15	8
15	12
15	52
16	1
17	14
17	20
17	40
19	38
19	40
19	48
19	59
20	17
20	40
21	5
21	22
21	24
21	25
21	28
21	30
21	31
21	53
22	3
22	21
22	28
22	30
22	31
22	53
23	4
23	34
23	42
23	44
23	54
23	55
23	57
23	61
24	5
24	21
24	25
24	28
24	53
25	5
25	21
25	24
25	28
25	30
25	31
25	53
26	12
26	33
26	47
26	49
26	50
26	60
27	2
27	9
27	29
27	35
27	36
27	39
28	21
28	22
28	24
28	25
28	53
29	2
29	9
29	27
29	35
29	36
29	39
30	3
30	21
30	22
30	25
30	31
31	3
31	13
31	21
31	22
31	25
31	30
31	53
32	1
32	10
32	40
32	45
32	47
32	51
33	12
33	26
33	47
33	49
33	50
33	60
34	4
34	23
34	42
34	44
34	54
34	55
34	57
35	2
35	9
35	27
35	29
35	36
36	2
36	9
36	27
36	29
36	35
36	37
36	39
37	4
37	11
37	36
37	55
37	61
38	7
38	14
38	19
38	40
38	48
38	59
39	2
39	9
39	27
39	29
39	36
40	7
40	10
40	13
40	14
40	17
40	19
40	20
40	32
40	38
40	45
40	47
40	48
40	51
40	59
40	60
41	6
41	43
41	46
41	52
41	58
42	4
42	12
42	14
42	23
42	34
42	44
42	54
42	55
42	57
43	6
43	12
43	41
43	46
43	47
43	52
43	58
44	4
44	14
44	23
44	34
44	42
44	54
44	55
44	57
45	10
45	32
45	40
45	47
45	51
45	55
46	41
46	43
46	47
46	52
46	58
47	8
47	10
47	26
47	32
47	33
47	40
47	43
47	45
47	46
47	51
47	52
47	58
48	7
48	19
48	38
48	40
48	59
49	12
49	26
49	33
49	50
49	52
49	60
50	12
50	26
50	33
50	49
50	57
50	60
51	10
51	32
51	40
51	45
51	47
51	60
52	6
52	8
52	12
52	15
52	41
52	43
52	46
52	47
52	49
52	58
53	21
53	22
53	24
53	25
53	28
53	31
54	4
54	14
54	23
54	34
54	42
54	44
54	55
54	57
54	61
55	4
55	10
55	13
55	14
55	23
55	34
55	37
55	42
55	44
55	45
55	54
55	57
55	61
56	13
57	4
57	12
57	14
57	23
57	34
57	42
57	44
57	50
57	54
57	55
58	6
58	12
58	41
58	43
58	46
58	47
58	52
59	14
59	19
59	38
59	40
59	48
60	2
60	12
60	26
60	33
60	40
60	49
60	50
60	51
61	4
61	11
61	14
61	23
61	37
61	54
61	55
