97 119
183 3351
183 204
297 17701
298 333
298 331
298 337
298 323
227 263
99 4
99 2517
99 2388
99 144
99 160
99 2506
99 2405
2377 2576
2382 174
2798 413
2798 3014
2798 2952
2798 2384
2798 2808
2798 4275
2798 2912
2798 4063
2798 577
2798 2852
2798 2440
2798 19
2384 352
2384 2808
2384 241
2384 577
2384 2803
2384 2839
2384 4275
2384 2979
2384 2807
2384 2842
2384 2912
2384 189
2384 1292
2384 3949
2384 2820
2384 2821
2384 144
2384 2950
2384 2952
2384 2986
2384 413
2384 4039
2384 8982
2384 6674
2384 2852
2384 6244
2384 2845
2384 2665
2384 3716
2384 4288
2384 2931
2384 2440
2384 2934
2384 5110
2384 2559
2384 1246
2384 2968
2384 2836
2384 3373
2384 2837
2384 1575
2807 2808
2807 2952
2807 3373
2807 413
2807 4039
2807 189
2807 2440
2807 2934
2808 2952
2808 413
2808 4039
2808 189
2808 2440
2808 2934
2808 3373
3038 4284
3038 4537
60 12484
49 417
49 3090
150 3121
150 3522
150 6274
150 11881
150 3125
150 2369
150 12491
150 9291
155 934
155 3558
155 3224
155 1388
155 3216
155 4936
3175 3235
327 333
327 3239
434 414
220 3346
220 2665
220 490
220 1428
220 202
201 203
201 491
201 205
224 1428
203 205
203 491
3351 204
205 491
206 1428
437 2448
437 17702
2556 1356
2556 344
2556 2757
2556 3533
2556 3500
153 3119
153 3571
153 149
153 3327
153 3132
153 360
153 2919
153 3133
153 7123
153 2389
440 7806
334 309
441 895
3649 2401
3649 446
3649 2811
2811 4067
2811 9860
2811 7809
3272 174
443 102
443 3164
102 135
102 2414
3802 3432
2887 179
2887 2389
3838 2669
410 2576
410 277
410 7692
410 3932
414 758
414 4020
414 111
414 333
414 2389
414 495
4063 3815
177 165
177 3136
177 2489
177 136
177 2388
177 4122
177 2517
177 2432
177 2506
177 2513
225 4993
4230 4993
2410 2437
2410 2378
241 146
241 165
241 2665
241 2379
241 2490
241 4270
241 4275
241 6166
241 12696
241 5110
241 2559
241 3553
241 1246
241 108
241 2974
4219 4340
4219 2600
85 3660
85 11734
111 4416
111 134
111 1952
111 161
111 124
111 2950
3798 4379
3798 5292
3798 5052
3798 4387
3798 2636
3798 3380
3798 20
3798 10192
3798 3205
3798 3206
3798 3533
3798 3096
2636 4379
2636 5292
2636 4387
2636 5052
2636 3380
2636 20
2636 10192
2636 3205
2636 3206
2636 3533
2636 3096
2764 8927
2764 11721
2764 3266
2764 3328
182 2378
459 2389
124 2469
124 4663
124 4660
124 4665
124 164
129 269
4278 11532
4279 11532
134 2423
134 4416
134 4066
134 4765
2765 4009
2765 4794
2769 333
2769 3432
139 774
139 4825
139 2883
139 5990
466 2345
386 4889
3284 1061
2573 3239
2573 2931
471 270
20 4379
20 5292
20 5052
20 4387
20 5070
20 3380
20 10192
20 3205
20 3206
20 3533
20 3096
3081 4091
2431 4360
2576 2647
2576 2584
2576 2696
2576 2842
2576 333
2576 2691
2576 2979
2576 6238
2576 1818
2576 2577
2576 1323
4974 5471
2506 94
2506 4263
2506 4310
2506 4261
2506 57
2506 113
2506 162
2506 5165
2506 4311
2506 1304
2506 5166
5171 5173
2345 4829
2345 4832
2345 4099
2345 4092
2345 4101
174 2379
2438 2891
2438 1057
2438 531
3674 3493
2891 531
2891 192
2934 413
2934 2952
2934 4039
2934 189
2934 2440
2934 3373
403 9924
403 2456
2515 218
258 2378
5342 4045
5342 4316
5342 813
4231 12996
490 333
490 2665
490 3014
3136 898
3136 2856
3136 6061
3136 5368
3136 9125
3136 194
3136 3127
3136 4694
3136 2448
5369 1579
4291 2490
5406 492
492 12996
492 2429
492 70
492 1256
2547 3121
264 5492
121 4
10 1473
498 635
3139 4008
3139 4244
501 5134
3507 5644
3096 4379
3096 5292
3096 3500
3096 5052
3096 4387
3096 3380
3096 10192
3096 3205
3096 3206
3096 5668
3096 3533
2466 138
504 9553
504 5702
504 17703
504 11672
504 5700
504 17704
504 5695
5723 6766
4216 5384
3011 5753
13 968
13 3149
3281 1057
236 3212
2715 333
2715 2687
2715 5252
5861 5870
5861 337
5861 338
337 5875
337 309
337 338
337 332
337 5869
338 2731
2566 3212
2566 2731
4520 512
317 5902
2852 3003
2852 6674
2852 956
2852 8982
2852 2968
2852 2888
2852 144
2968 6674
2968 8982
2968 144
2483 146
3219 2853
2971 3582
106 4487
106 6161
106 119
106 172
3220 1519
517 3309
4819 3585
4819 6061
5978 3309
519 5995
520 3065
83 6016
6024 887
6024 6030
6024 4887
522 254
523 192
523 13107
523 962
523 3148
523 3000
523 3553
523 8349
523 6057
523 3905
526 2362
115 2490
115 12696
115 2991
115 3553
3224 6727
189 413
189 2952
189 4039
189 2440
189 287
189 3373
2735 5396
136 2525
2567 5185
2567 1792
2567 2740
237 3932
6173 6174
6173 5729
6173 8265
6173 5955
3441 333
3385 333
144 6674
144 4256
144 6196
144 128
144 3821
144 1560
144 6220
144 17705
144 17706
144 8982
144 333
144 5491
144 1821
144 3145
144 6224
144 3718
144 280
144 6202
4379 6251
4379 5292
4379 5052
4379 4387
4379 3380
4379 10192
4379 3205
4379 3206
4379 3533
3522 127
3522 108
3522 529
3522 9291
3522 6270
3523 17707
531 6232
531 17708
531 148
4244 2456
4244 2974
4244 4008
4244 4773
532 5295
532 5816
532 6283
532 2517
532 11052
532 120
5289 5431
4040 533
6310 293
293 165
293 333
293 9899
293 3245
2994 2408
2994 6327
2994 6328
2994 2373
2994 6329
2994 4331
2994 924
2994 9914
2994 2469
2994 6334
2994 6331
2994 6332
2994 6333
2994 4662
2994 11962
2994 4917
2994 11963
2994 11964
2994 11965
2994 9609
2994 11966
2994 11967
2994 11968
2994 2448
3375 6343
3375 3382
3829 333
3829 599
3829 593
3829 6584
3829 1410
6061 898
6061 1449
6061 9125
6061 194
6061 3127
6061 3000
4381 3309
4381 7849
3386 10278
543 564
6509 6952
3232 5513
105 2979
105 2955
5412 7339
3606 333
2584 333
2584 2687
552 2594
6620 6621
4742 4382
4742 3043
4382 3043
5292 5052
5292 4387
5292 3380
5292 10192
5292 3205
5292 3206
5292 3533
5061 333
5061 6952
6633 6638
3558 10511
3558 13336
3172 2362
3172 5346
4385 2337
4385 6662
4385 6655
4385 6570
4385 6667
4385 2389
4264 4308
2388 2379
5297 4460
5297 2456
5297 3235
5297 7806
563 4957
4387 5052
4387 3380
4387 10192
4387 3205
4387 3206
4387 3533
564 169
6725 1303
2362 4297
2362 2502
