0 20
0 12
0 5081
183 2381
183 3438
99 496
99 3289
99 2457
99 6999
99 4132
99 255
99 2428
99 2435
99 3129
99 5283
99 2395
99 247
99 150
99 264
99 2525
99 1532
99 2389
2384 2381
2384 108
2384 2432
2384 12
3016 169
432 3063
150 3289
150 6999
150 2500
150 177
150 3129
150 3151
150 108
150 959
155 5340
155 127
155 12
327 3985
434 2670
435 2381
435 12
204 12
204 3438
153 127
443 2414
443 127
443 58
102 108
102 58
3843 3985
410 108
170 1061
98 3723
98 259
3273 5283
3273 12
177 2909
177 241
177 2434
177 255
177 2428
177 136
177 247
177 3044
177 2415
177 264
4150 6713
4248 127
4248 108
4248 4252
4248 169
2410 3369
2410 873
2410 2367
2410 2388
2410 273
2410 7191
2410 2378
241 273
111 723
111 127
111 108
2636 169
134 236
462 8495
4789 1061
4789 169
469 723
2428 55
20 9756
20 5081
2660 4120
3496 1061
2345 1061
4188 1061
4188 12
2667 4955
403 3438
487 3754
3136 108
264 4
264 121
264 2362
121 108
10 18032
58 1061
58 4319
58 2414
58 273
58 3438
58 2378
135 5590
4195 108
4195 6713
2691 108
2691 169
4370 169
4370 108
4370 2364
2392 13252
2707 723
2707 127
13 1571
236 12
511 6713
3433 7191
2852 2381
2852 5283
2852 108
2852 127
2852 12
106 127
106 123
3220 108
3151 3129
522 12
523 723
523 127
3224 108
3224 6713
3224 169
189 18033
189 18034
189 144
2567 723
2567 108
2567 12
527 127
527 12
527 169
237 1286
4223 1738
144 127
144 2381
144 635
144 12
144 114
144 1061
3997 2381
6445 6446
4381 108
540 108
3396 127
3397 2381
3397 88
3558 6641
6643 2381
4385 2381
4385 6659
2388 3699
2388 3289
2388 873
2388 2367
2388 7191
2388 3731
2388 3369
6708 13404
5000 17584
563 1061
564 6713
2362 1286
6800 169
28 5512
4971 2477
152 127
152 108
4785 3942
138 1061
138 127
138 108
7145 586
586 2371
4092 6713
254 5281
2661 3438
2661 3985
594 108
3961 3192
2364 148
3260 273
6099 6713
3346 127
7253 127
605 108
263 4549
263 108
5463 108
2465 5283
2465 108
2465 127
2465 3985
2465 169
6563 1061
6563 3438
7697 6713
5333 1923
273 3369
273 873
273 2367
273 255
625 127
7720 127
7721 127
168 1571
169 107
169 4873
169 4210
169 10247
169 9004
169 9106
169 8084
169 709
169 5447
169 1275
169 8611
169 3808
169 128
169 6283
169 5911
169 2459
169 1811
169 6713
169 9014
169 10656
169 16
169 2950
169 12467
169 3459
169 3428
169 3041
169 16470
169 14305
169 2517
169 7824
169 4336
169 214
169 10182
169 6223
169 14452
169 255
169 5540
169 627
169 3001
169 7764
169 2477
169 3381
169 14415
169 18035
169 836
2477 8024
2477 108
2477 2381
627 6713
7764 7765
7764 4143
7764 3985
7764 3185
2924 2379
6560 632
632 127
632 12
632 6713
7835 4920
7835 17673
7835 6957
7835 17001
7835 17672
6259 4549
6259 3853
2577 1028
2577 2759
3825 127
7950 1061
641 108
108 6610
108 1556
108 426
108 4
108 2414
108 709
108 9367
108 3027
108 3169
108 4863
108 1810
108 4584
108 6248
108 3777
108 128
108 18036
108 18037
108 18006
108 6101
108 3029
108 2459
108 1275
108 3678
108 8152
108 4066
108 4822
108 7577
108 142
108 2800
108 18038
108 9036
108 127
108 4793
108 4137
108 2996
108 1517
108 16118
108 1142
108 2860
108 4336
108 17276
108 164
108 6001
108 9606
108 3716
108 9075
108 4519
108 8053
108 2756
