0 10560
143 276
5 2476
99 127
99 2381
99 2418
99 2384
99 12
99 2461
99 3985
99 17562
99 108
99 144
2384 2889
2384 10704
2384 17563
2384 8860
2384 17564
2384 17565
2384 17566
2384 17567
2384 17568
2384 578
2384 17569
2384 17570
2384 17571
2384 12848
2384 177
2384 17572
2384 4459
150 3129
155 3172
155 267
434 156
434 5470
153 17573
153 487
443 2477
443 8024
102 2477
3838 177
98 259
414 12
3273 3985
177 88
177 4343
177 6737
177 236
177 4132
177 264
177 144
4150 88
225 4722
4248 4252
2410 873
111 3985
3798 5330
2636 12
129 2434
129 2489
129 269
4362 3438
2425 5283
2652 17574
2652 9493
3284 52
2925 17575
2925 2729
2925 3206
480 1061
480 6713
4231 4771
3136 2381
3136 3438
3136 3985
5369 2943
5369 1579
5369 2900
5391 169
492 2558
492 146
492 17576
492 17577
492 17578
492 7830
492 17579
492 17580
492 17581
492 2543
492 5436
492 17582
2547 1792
2839 723
58 5928
58 3733
58 135
58 273
4370 1061
5597 2381
5597 5283
3096 5314
3096 209
2707 3438
236 165
236 144
2971 156
92 8024
525 2476
115 2476
115 127
115 169
115 12
115 6713
115 5283
115 108
2567 6482
144 128
144 3961
144 156
144 269
144 1163
4379 5330
3997 88
531 3498
531 306
6335 723
2526 2933
3232 5374
2388 873
2388 108
137 17583
3065 2729
3065 3206
5000 17584
4387 5330
2362 6737
4117 6764
5721 3161
576 2381
6760 7052
4785 1265
138 169
2426 267
4610 3140
2434 269
3961 3192
2669 2756
4747 2381
4747 3985
6099 6104
3346 2381
2452 2820
2452 709
263 3865
266 100
5333 3676
621 5283
273 873
169 4568
169 4438
169 5123
169 5535
169 17585
169 1091
169 3416
169 6118
169 4137
2477 2414
7764 8110
7764 17586
3734 1923
3734 3676
3734 1679
7774 2381
407 17587
407 9658
632 5283
5792 5330
5123 5330
7835 4771
635 11248
61 723
61 5283
61 12
7950 723
108 226
108 7793
108 5585
108 3571
108 5779
108 4817
108 17588
108 10911
108 17589
108 1091
108 1356
108 5149
108 6118
108 12179
108 6898
108 861
108 1869
108 9656
8024 2414
119 127
2378 873
8277 12
2414 3985
13136 10560
709 906
709 7357
709 4518
709 5139
14191 10560
6297 127
3637 17590
5330 3206
5330 14258
5330 3715
154 8798
4097 88
4489 723
800 723
2937 2729
2937 3206
8961 5283
3300 127
3300 88
5283 14381
5283 6027
5283 5243
5283 14126
5283 11086
5283 1158
5283 1718
5283 7001
5283 2290
5283 17473
5283 6257
5283 1299
5283 6209
5283 1330
5283 4822
5283 17591
5283 7074
5283 15202
5283 15521
5283 7751
5283 3252
5283 17592
5283 12735
5283 1745
5283 16120
5283 11110
5283 10644
5283 1163
5283 17593
5283 17594
5283 1819
5283 17595
5283 17596
5283 1820
5283 4824
5283 17597
5283 12576
5283 5209
5283 1410
5283 1213
5283 6171
5283 16699
5283 5074
5283 5110
5283 2161
5283 5512
5283 17598
5283 6566
5283 1574
5686 17599
9098 17600
867 17573
873 3369
873 2367
892 88
7219 17601
906 1923
906 8167
906 3676
906 2820
2558 5410
2558 9479
7790 12
2417 3985
8725 88
940 3985
8735 723
945 118
4716 12
6257 88
977 2381
2309 723
3676 18
3676 7819
3676 6636
3676 1923
3121 1792
3187 2729
3187 3206
1033 723
4021 2952
17602 3205
